Date,Time,Open,High,Low,Close,Volume,Jurik Moving Average_13_78_2_True_True_True_True_JMA,Jurik Moving Average_13_78_2_True_True_True_True_HeartbeatLong,Jurik Moving Average_13_78_2_True_True_True_True_HeartbeatShort,EMA_9_EMA,EMA_21_EMA
2025-08-18,01:08:00,23855.50,23858.50,23854.50,23856.75,83.00,23852.41,0.00,-1.00,23852.82,23852.89
2025-08-18,01:09:00,23856.50,23856.50,23852.00,23853.50,61.00,23853.49,0.00,-1.00,23852.95,23852.94
2025-08-18,01:10:00,23853.00,23853.00,23849.75,23850.50,68.00,23853.51,0.00,0.00,23852.46,23852.72
2025-08-18,01:11:00,23850.00,23851.50,23849.00,23851.50,52.00,23853.08,1.00,0.00,23852.27,23852.61
2025-08-18,01:12:00,23850.50,23850.50,23848.75,23849.25,23.00,23852.17,1.00,0.00,23851.67,23852.30
2025-08-18,01:13:00,23848.75,23850.25,23848.00,23849.00,35.00,23851.10,1.00,0.00,23851.13,23852.00
2025-08-18,01:14:00,23849.25,23849.75,23847.50,23847.50,20.00,23849.88,1.00,0.00,23850.41,23851.59
2025-08-18,01:15:00,23847.75,23848.75,23847.00,23848.25,12.00,23848.91,1.00,0.00,23849.98,23851.29
2025-08-18,01:16:00,23848.50,23849.50,23847.75,23849.25,40.00,23848.43,0.00,0.00,23849.83,23851.11
2025-08-18,01:17:00,23849.50,23850.25,23849.00,23849.50,16.00,23848.36,0.00,0.00,23849.76,23850.96
2025-08-18,01:18:00,23849.50,23851.75,23849.50,23851.50,24.00,23848.85,0.00,-1.00,23850.11,23851.01
2025-08-18,01:19:00,23851.50,23852.25,23851.00,23852.00,20.00,23849.67,0.00,-1.00,23850.49,23851.10
2025-08-18,01:20:00,23851.75,23852.25,23851.00,23851.50,16.00,23850.43,0.00,-1.00,23850.69,23851.14
2025-08-18,01:21:00,23852.00,23853.25,23851.50,23851.50,31.00,23851.00,0.00,-1.00,23850.85,23851.17
2025-08-18,01:22:00,23851.00,23851.00,23847.75,23848.75,50.00,23850.89,1.00,0.00,23850.43,23850.95
2025-08-18,01:23:00,23848.25,23849.50,23848.00,23849.00,27.00,23850.43,1.00,0.00,23850.15,23850.77
2025-08-18,01:24:00,23849.50,23849.50,23848.50,23849.25,18.00,23849.96,1.00,0.00,23849.97,23850.63
2025-08-18,01:25:00,23848.50,23848.50,23842.00,23842.75,132.00,23848.45,1.00,0.00,23848.52,23849.92
2025-08-18,01:26:00,23843.25,23845.50,23842.00,23845.50,101.00,23847.00,1.00,0.00,23847.92,23849.51
2025-08-18,01:27:00,23845.00,23847.00,23842.75,23843.25,71.00,23845.54,1.00,0.00,23846.98,23848.95
2025-08-18,01:28:00,23843.25,23844.25,23841.75,23843.25,60.00,23844.29,1.00,0.00,23846.24,23848.43
2025-08-18,01:29:00,23844.00,23846.50,23844.00,23845.50,60.00,23843.77,0.00,0.00,23846.09,23848.16
2025-08-18,01:30:00,23844.25,23845.00,23844.00,23844.25,15.00,23843.56,0.00,0.00,23845.72,23847.81
2025-08-18,01:31:00,23845.25,23846.50,23844.50,23844.50,31.00,23843.55,0.00,0.00,23845.48,23847.51
2025-08-18,01:32:00,23845.25,23845.75,23843.50,23844.25,49.00,23843.59,0.00,-1.00,23845.23,23847.21
2025-08-18,01:33:00,23844.75,23845.00,23844.00,23845.00,12.00,23843.79,0.00,-1.00,23845.19,23847.01
2025-08-18,01:34:00,23844.25,23845.00,23844.25,23844.75,7.00,23844.01,0.00,-1.00,23845.10,23846.80
2025-08-18,01:35:00,23845.25,23845.25,23844.00,23845.00,12.00,23844.25,0.00,-1.00,23845.08,23846.64
2025-08-18,01:36:00,23845.00,23850.75,23845.00,23848.50,97.00,23845.08,0.00,-1.00,23845.76,23846.81
2025-08-18,01:37:00,23848.75,23850.00,23848.25,23849.50,37.00,23846.34,0.00,-1.00,23846.51,23847.05
2025-08-18,01:38:00,23849.25,23850.50,23848.25,23849.75,37.00,23847.65,0.00,-1.00,23847.16,23847.30
2025-08-18,01:39:00,23849.25,23849.75,23847.50,23848.50,30.00,23848.53,0.00,0.00,23847.43,23847.41
2025-08-18,01:40:00,23847.50,23849.00,23846.75,23847.50,35.00,23848.82,0.00,0.00,23847.44,23847.42
2025-08-18,01:41:00,23848.00,23851.50,23848.00,23850.25,99.00,23849.21,0.00,-1.00,23848.00,23847.67
2025-08-18,01:42:00,23850.00,23851.50,23850.00,23851.00,20.00,23849.81,0.00,-1.00,23848.60,23847.98
2025-08-18,01:43:00,23850.00,23850.50,23849.00,23850.50,14.00,23850.34,0.00,-1.00,23848.98,23848.21
2025-08-18,01:44:00,23850.00,23850.00,23848.25,23848.75,11.00,23850.40,0.00,0.00,23848.94,23848.25
2025-08-18,01:45:00,23848.25,23848.50,23847.75,23848.25,6.00,23850.07,1.00,0.00,23848.80,23848.25
2025-08-18,01:46:00,23848.00,23849.00,23848.00,23848.75,23.00,23849.68,1.00,0.00,23848.79,23848.30
2025-08-18,01:47:00,23849.00,23850.50,23848.25,23850.00,27.00,23849.56,0.00,0.00,23849.03,23848.45
2025-08-18,01:48:00,23850.50,23850.50,23848.25,23849.50,34.00,23849.55,1.00,0.00,23849.12,23848.55
2025-08-18,01:49:00,23849.50,23850.25,23848.75,23848.75,17.00,23849.44,1.00,0.00,23849.05,23848.57
2025-08-18,01:50:00,23850.00,23850.25,23849.50,23849.50,15.00,23849.40,0.00,0.00,23849.14,23848.65
2025-08-18,01:51:00,23850.00,23850.25,23849.00,23850.25,11.00,23849.54,0.00,-1.00,23849.36,23848.80
2025-08-18,01:52:00,23849.50,23849.75,23849.00,23849.25,13.00,23849.60,0.00,0.00,23849.34,23848.84
2025-08-18,01:53:00,23849.75,23850.00,23849.00,23849.25,13.00,23849.57,1.00,0.00,23849.32,23848.88
2025-08-18,01:54:00,23849.50,23853.00,23849.50,23851.00,74.00,23849.80,0.00,-1.00,23849.66,23849.07
2025-08-18,01:55:00,23851.50,23852.25,23851.25,23851.75,23.00,23850.30,0.00,-1.00,23850.08,23849.31
2025-08-18,01:56:00,23852.00,23852.00,23849.50,23850.25,41.00,23850.61,0.00,0.00,23850.11,23849.40
2025-08-18,01:57:00,23851.00,23854.25,23850.50,23854.25,44.00,23851.40,0.00,-1.00,23850.94,23849.84
2025-08-18,01:58:00,23854.25,23856.25,23854.25,23854.25,33.00,23852.40,0.00,-1.00,23851.60,23850.24
2025-08-18,01:59:00,23854.75,23854.75,23852.00,23853.25,32.00,23853.15,0.00,-1.00,23851.93,23850.51
2025-08-18,02:00:00,23853.00,23853.50,23852.00,23852.00,15.00,23853.37,0.00,0.00,23851.94,23850.65
2025-08-18,02:01:00,23852.00,23854.75,23851.25,23852.75,112.00,23853.38,0.00,0.00,23852.11,23850.84
2025-08-18,02:02:00,23853.25,23853.50,23849.75,23849.75,32.00,23852.79,1.00,0.00,23851.63,23850.74
2025-08-18,02:03:00,23850.00,23850.25,23845.50,23845.75,37.00,23851.23,1.00,0.00,23850.46,23850.29
2025-08-18,02:04:00,23845.75,23846.75,23844.50,23845.00,30.00,23849.22,1.00,0.00,23849.37,23849.81
2025-08-18,02:05:00,23846.25,23846.25,23842.25,23843.25,83.00,23847.05,1.00,0.00,23848.14,23849.21
2025-08-18,02:06:00,23843.00,23844.50,23842.50,23843.75,52.00,23845.25,1.00,0.00,23847.26,23848.71
2025-08-18,02:07:00,23844.00,23845.50,23843.25,23843.75,41.00,23843.98,1.00,0.00,23846.56,23848.26
2025-08-18,02:08:00,23844.00,23848.75,23844.00,23844.50,114.00,23843.33,0.00,0.00,23846.15,23847.92
2025-08-18,02:09:00,23843.50,23843.50,23840.00,23840.25,142.00,23842.40,1.00,0.00,23844.97,23847.22
2025-08-18,02:10:00,23840.25,23840.25,23837.75,23839.75,111.00,23841.27,1.00,0.00,23843.93,23846.54
2025-08-18,02:11:00,23839.50,23839.50,23837.25,23838.75,72.00,23840.07,1.00,0.00,23842.89,23845.84
2025-08-18,02:12:00,23838.25,23839.25,23837.00,23838.25,49.00,23838.97,1.00,0.00,23841.96,23845.15
2025-08-18,02:13:00,23837.00,23837.00,23832.25,23834.00,189.00,23837.39,1.00,0.00,23840.37,23844.13
2025-08-18,02:14:00,23833.50,23834.25,23829.50,23829.50,92.00,23834.96,1.00,0.00,23838.20,23842.80
2025-08-18,02:15:00,23829.50,23831.25,23828.25,23828.50,110.00,23832.28,1.00,0.00,23836.26,23841.50
2025-08-18,02:16:00,23828.00,23829.50,23824.75,23827.50,145.00,23829.79,1.00,0.00,23834.51,23840.23
2025-08-18,02:17:00,23828.25,23829.25,23826.75,23827.25,54.00,23827.83,1.00,0.00,23833.05,23839.05
2025-08-18,02:18:00,23827.50,23827.50,23824.00,23824.75,68.00,23826.06,1.00,0.00,23831.39,23837.75
2025-08-18,02:19:00,23825.00,23825.50,23820.50,23820.75,87.00,23823.97,1.00,0.00,23829.26,23836.20
2025-08-18,02:20:00,23821.00,23822.25,23816.25,23817.50,155.00,23821.42,1.00,0.00,23826.91,23834.50
2025-08-18,02:21:00,23817.25,23819.25,23815.25,23816.00,109.00,23818.80,1.00,0.00,23824.73,23832.82
2025-08-18,02:22:00,23816.00,23817.25,23815.00,23815.75,42.00,23816.58,1.00,0.00,23822.93,23831.27
2025-08-18,02:23:00,23816.00,23816.00,23812.50,23813.75,108.00,23814.65,1.00,0.00,23821.10,23829.68
2025-08-18,02:24:00,23813.00,23817.25,23812.00,23813.25,145.00,23813.11,0.00,0.00,23819.53,23828.18
2025-08-18,02:25:00,23813.75,23813.75,23811.00,23812.50,82.00,23811.93,0.00,0.00,23818.12,23826.76
2025-08-18,02:26:00,23811.75,23816.00,23810.50,23810.75,123.00,23810.84,1.00,0.00,23816.65,23825.30
2025-08-18,02:27:00,23810.25,23810.25,23802.75,23806.50,228.00,23809.24,1.00,0.00,23814.62,23823.59
2025-08-18,02:28:00,23806.25,23809.75,23805.00,23809.00,164.00,23808.02,0.00,0.00,23813.49,23822.27
2025-08-18,02:29:00,23808.25,23808.50,23800.00,23800.75,242.00,23805.90,1.00,0.00,23810.95,23820.31
2025-08-18,02:30:00,23800.75,23804.75,23800.00,23804.75,136.00,23804.21,0.00,0.00,23809.71,23818.90
2025-08-18,02:31:00,23804.25,23812.25,23802.50,23811.50,303.00,23804.38,0.00,-1.00,23810.07,23818.22
2025-08-18,02:32:00,23811.00,23819.25,23809.50,23818.25,182.00,23806.86,0.00,-1.00,23811.70,23818.23
2025-08-18,02:33:00,23818.25,23818.25,23811.25,23815.00,97.00,23809.67,0.00,-1.00,23812.36,23817.93
2025-08-18,02:34:00,23815.00,23821.50,23815.00,23821.25,116.00,23813.10,0.00,-1.00,23814.14,23818.23
2025-08-18,02:35:00,23820.50,23822.00,23819.50,23821.75,54.00,23816.46,0.00,-1.00,23815.66,23818.55
2025-08-18,02:36:00,23820.75,23821.50,23819.75,23820.50,33.00,23818.99,0.00,-1.00,23816.63,23818.73
2025-08-18,02:37:00,23821.50,23823.50,23816.50,23817.50,112.00,23820.09,0.00,0.00,23816.80,23818.62
2025-08-18,02:38:00,23817.50,23823.00,23817.50,23820.50,79.00,23820.73,0.00,0.00,23817.54,23818.79
2025-08-18,02:39:00,23820.00,23820.75,23818.00,23819.00,41.00,23820.87,0.00,0.00,23817.83,23818.81
2025-08-18,02:40:00,23818.25,23819.25,23813.00,23813.50,107.00,23819.77,1.00,0.00,23816.97,23818.33
2025-08-18,02:41:00,23814.75,23815.75,23811.00,23812.50,74.00,23817.89,1.00,0.00,23816.07,23817.80
2025-08-18,02:42:00,23812.75,23813.25,23801.00,23801.50,154.00,23814.03,1.00,0.00,23813.16,23816.32
2025-08-18,02:43:00,23801.00,23805.00,23793.75,23793.75,327.00,23808.24,1.00,0.00,23809.28,23814.26
2025-08-18,02:44:00,23793.50,23793.50,23771.25,23784.00,678.00,23800.63,1.00,0.00,23804.22,23811.51
2025-08-18,02:45:00,23783.75,23787.00,23782.75,23783.75,131.00,23793.24,1.00,0.00,23800.13,23808.99
2025-08-18,02:46:00,23784.25,23784.50,23778.50,23778.50,105.00,23786.43,1.00,0.00,23795.80,23806.22
2025-08-18,02:47:00,23778.25,23794.00,23777.50,23793.75,246.00,23783.70,0.00,0.00,23795.39,23805.08
2025-08-18,02:48:00,23794.25,23800.00,23793.75,23796.75,173.00,23784.49,0.00,-1.00,23795.66,23804.33
2025-08-18,02:49:00,23796.50,23799.75,23796.50,23798.50,36.00,23787.25,0.00,-1.00,23796.23,23803.80
2025-08-18,02:50:00,23797.25,23799.25,23796.25,23799.00,34.00,23790.58,0.00,-1.00,23796.78,23803.36
2025-08-18,02:51:00,23798.75,23801.25,23798.75,23799.50,38.00,23793.65,0.00,-1.00,23797.33,23803.01
2025-08-18,02:52:00,23800.50,23804.00,23800.50,23801.50,57.00,23796.44,0.00,-1.00,23798.16,23802.87
2025-08-18,02:53:00,23802.00,23802.25,23788.25,23791.00,265.00,23796.86,0.00,0.00,23796.73,23801.79
2025-08-18,02:54:00,23791.25,23796.00,23790.75,23793.50,116.00,23796.20,1.00,0.00,23796.08,23801.04
2025-08-18,02:55:00,23793.75,23794.25,23790.00,23790.50,43.00,23794.73,1.00,0.00,23794.97,23800.08
2025-08-18,02:56:00,23790.25,23798.50,23789.50,23798.00,82.00,23794.42,0.00,0.00,23795.57,23799.89
2025-08-18,02:57:00,23798.00,23801.25,23798.00,23798.00,77.00,23794.99,0.00,-1.00,23796.06,23799.72
2025-08-18,02:58:00,23798.00,23799.00,23796.25,23799.00,98.00,23796.07,0.00,-1.00,23796.65,23799.65
2025-08-18,02:59:00,23798.50,23801.75,23798.50,23801.75,39.00,23797.67,0.00,-1.00,23797.67,23799.84
2025-08-18,03:00:00,23802.00,23805.00,23801.50,23802.50,90.00,23799.44,0.00,-1.00,23798.63,23800.09
2025-08-18,03:01:00,23803.00,23811.50,23800.75,23806.75,254.00,23801.72,0.00,-1.00,23800.26,23800.69
2025-08-18,03:02:00,23806.75,23810.75,23804.50,23809.25,120.00,23804.38,0.00,-1.00,23802.06,23801.47
2025-08-18,03:03:00,23811.00,23813.25,23806.25,23812.25,159.00,23807.34,0.00,-1.00,23804.09,23802.45
2025-08-18,03:04:00,23811.50,23814.50,23809.50,23811.50,110.00,23809.83,0.00,-1.00,23805.58,23803.27
2025-08-18,03:05:00,23811.50,23816.25,23811.50,23816.25,65.00,23812.43,0.00,-1.00,23807.71,23804.45
2025-08-18,03:06:00,23815.75,23815.75,23809.75,23811.00,97.00,23813.81,0.00,0.00,23808.37,23805.05
2025-08-18,03:07:00,23810.50,23811.00,23804.00,23804.00,104.00,23812.94,1.00,0.00,23807.49,23804.95
2025-08-18,03:08:00,23804.25,23804.25,23800.00,23801.25,142.00,23810.42,1.00,0.00,23806.25,23804.62
2025-08-18,03:09:00,23802.00,23802.00,23791.00,23791.00,153.00,23805.69,1.00,0.00,23803.20,23803.38
2025-08-18,03:10:00,23792.00,23798.75,23782.75,23797.25,319.00,23801.53,1.00,0.00,23802.01,23802.82
2025-08-18,03:11:00,23798.00,23804.25,23796.50,23800.00,162.00,23799.11,0.00,0.00,23801.61,23802.56
2025-08-18,03:12:00,23799.75,23800.50,23790.25,23793.00,142.00,23796.87,1.00,0.00,23799.88,23801.70
2025-08-18,03:13:00,23792.75,23798.00,23791.75,23796.25,70.00,23795.44,0.00,0.00,23799.16,23801.20
2025-08-18,03:14:00,23795.50,23799.50,23793.00,23799.00,82.00,23795.21,0.00,0.00,23799.13,23801.00
2025-08-18,03:15:00,23799.50,23800.75,23796.75,23797.50,112.00,23795.45,0.00,-1.00,23798.80,23800.68
2025-08-18,03:16:00,23797.75,23800.00,23796.25,23797.50,102.00,23795.82,0.00,-1.00,23798.54,23800.39
2025-08-18,03:17:00,23797.00,23805.75,23796.75,23804.00,92.00,23797.31,0.00,-1.00,23799.63,23800.72
2025-08-18,03:18:00,23805.00,23806.75,23801.25,23801.25,101.00,23798.83,0.00,-1.00,23799.96,23800.77
2025-08-18,03:19:00,23800.00,23802.00,23794.00,23801.75,99.00,23800.09,0.00,-1.00,23800.31,23800.86
2025-08-18,03:20:00,23802.25,23803.75,23799.00,23800.00,97.00,23800.70,0.00,0.00,23800.25,23800.78
2025-08-18,03:21:00,23800.25,23808.75,23794.75,23808.50,199.00,23802.31,0.00,-1.00,23801.90,23801.48
2025-08-18,03:22:00,23808.75,23810.50,23804.25,23806.00,141.00,23803.98,0.00,-1.00,23802.72,23801.89
2025-08-18,03:23:00,23806.50,23813.75,23806.00,23812.25,106.00,23806.37,0.00,-1.00,23804.63,23802.83
2025-08-18,03:24:00,23811.00,23814.75,23808.00,23813.00,144.00,23808.98,0.00,-1.00,23806.30,23803.76
2025-08-18,03:25:00,23813.00,23814.50,23809.25,23810.00,84.00,23810.71,0.00,0.00,23807.04,23804.33
2025-08-18,03:26:00,23811.00,23813.00,23808.00,23812.50,74.00,23812.01,0.00,-1.00,23808.13,23805.07
2025-08-18,03:27:00,23811.50,23811.50,23804.50,23805.00,42.00,23811.61,1.00,0.00,23807.51,23805.06
2025-08-18,03:28:00,23805.50,23806.00,23801.50,23802.00,83.00,23809.71,1.00,0.00,23806.41,23804.78
2025-08-18,03:29:00,23802.00,23804.00,23799.50,23803.75,63.00,23807.62,1.00,0.00,23805.87,23804.69
2025-08-18,03:30:00,23803.00,23803.25,23796.75,23799.25,81.00,23805.13,1.00,0.00,23804.55,23804.20
2025-08-18,03:31:00,23799.75,23800.25,23788.00,23793.25,242.00,23801.71,1.00,0.00,23802.29,23803.20
2025-08-18,03:32:00,23793.50,23794.50,23787.50,23790.00,154.00,23797.70,1.00,0.00,23799.83,23802.00
2025-08-18,03:33:00,23788.75,23789.25,23784.75,23787.00,139.00,23793.52,1.00,0.00,23797.27,23800.64
2025-08-18,03:34:00,23787.50,23792.00,23784.25,23785.00,126.00,23789.60,1.00,0.00,23794.81,23799.22
2025-08-18,03:35:00,23785.75,23786.50,23780.75,23782.50,95.00,23786.06,1.00,0.00,23792.35,23797.70
2025-08-18,03:36:00,23783.25,23788.00,23780.50,23787.25,105.00,23784.12,0.00,0.00,23791.33,23796.75
2025-08-18,03:37:00,23787.50,23791.75,23785.75,23790.00,122.00,23783.96,0.00,0.00,23791.06,23796.13
2025-08-18,03:38:00,23790.25,23797.00,23790.00,23796.50,171.00,23785.95,0.00,-1.00,23792.15,23796.17
2025-08-18,03:39:00,23796.75,23800.00,23795.25,23798.50,126.00,23789.16,0.00,-1.00,23793.42,23796.38
2025-08-18,03:40:00,23798.50,23799.00,23796.00,23797.75,70.00,23792.31,0.00,-1.00,23794.29,23796.50
2025-08-18,03:41:00,23797.25,23800.00,23795.50,23798.75,89.00,23795.00,0.00,-1.00,23795.18,23796.71
2025-08-18,03:42:00,23798.75,23802.75,23796.50,23802.00,136.00,23797.58,0.00,-1.00,23796.54,23797.19
2025-08-18,03:43:00,23801.50,23801.50,23796.25,23801.00,102.00,23799.59,0.00,-1.00,23797.43,23797.53
2025-08-18,03:44:00,23800.50,23805.25,23798.75,23805.00,113.00,23801.64,0.00,-1.00,23798.95,23798.21
2025-08-18,03:45:00,23805.50,23807.00,23802.50,23802.75,66.00,23803.07,0.00,0.00,23799.71,23798.63
2025-08-18,03:46:00,23802.50,23809.50,23801.75,23809.25,127.00,23805.00,0.00,-1.00,23801.62,23799.59
2025-08-18,03:47:00,23808.25,23809.50,23805.25,23805.25,56.00,23806.31,0.00,0.00,23802.34,23800.11
2025-08-18,03:48:00,23805.75,23806.25,23792.25,23795.75,221.00,23805.29,1.00,0.00,23801.02,23799.71
2025-08-18,03:49:00,23796.25,23801.25,23795.00,23801.25,81.00,23803.94,1.00,0.00,23801.07,23799.85
2025-08-18,03:50:00,23801.00,23805.25,23800.75,23801.75,56.00,23802.95,1.00,0.00,23801.21,23800.02
2025-08-18,03:51:00,23801.75,23805.00,23798.50,23804.75,102.00,23802.87,0.00,0.00,23801.91,23800.45
2025-08-18,03:52:00,23803.25,23804.25,23800.25,23801.75,79.00,23802.81,1.00,0.00,23801.88,23800.57
2025-08-18,03:53:00,23801.25,23803.75,23797.25,23803.50,54.00,23802.94,0.00,-1.00,23802.21,23800.84
2025-08-18,03:54:00,23803.50,23807.50,23802.50,23805.75,82.00,23803.55,0.00,-1.00,23802.91,23801.28
2025-08-18,03:55:00,23806.25,23807.50,23803.25,23804.25,59.00,23804.09,0.00,-1.00,23803.18,23801.55
2025-08-18,03:56:00,23805.00,23807.00,23802.50,23803.25,48.00,23804.26,0.00,0.00,23803.20,23801.71
2025-08-18,03:57:00,23803.75,23804.25,23800.75,23801.00,42.00,23803.78,1.00,0.00,23802.76,23801.64
2025-08-18,03:58:00,23800.75,23805.00,23800.75,23803.75,32.00,23803.48,0.00,0.00,23802.95,23801.83
2025-08-18,03:59:00,23803.50,23806.50,23803.50,23804.75,33.00,23803.59,0.00,-1.00,23803.31,23802.10
2025-08-18,04:00:00,23805.50,23806.75,23805.25,23806.25,15.00,23804.18,0.00,-1.00,23803.90,23802.48
2025-08-18,04:01:00,23805.50,23811.75,23799.00,23801.75,315.00,23804.15,1.00,0.00,23803.47,23802.41
2025-08-18,04:02:00,23801.75,23807.50,23800.00,23806.00,133.00,23804.40,0.00,-1.00,23803.98,23802.74
2025-08-18,04:03:00,23804.50,23804.50,23796.00,23802.25,186.00,23804.21,1.00,0.00,23803.63,23802.69
2025-08-18,04:04:00,23802.00,23804.25,23797.75,23799.75,134.00,23803.31,1.00,0.00,23802.86,23802.43
2025-08-18,04:05:00,23798.00,23803.50,23796.00,23796.75,136.00,23801.61,1.00,0.00,23801.63,23801.91
2025-08-18,04:06:00,23796.50,23805.00,23793.50,23801.50,134.00,23800.58,0.00,0.00,23801.61,23801.87
2025-08-18,04:07:00,23799.75,23801.00,23786.25,23788.25,249.00,23797.93,1.00,0.00,23798.94,23800.63
2025-08-18,04:08:00,23788.25,23794.00,23784.25,23790.00,151.00,23794.87,1.00,0.00,23797.15,23799.67
2025-08-18,04:09:00,23789.50,23790.00,23785.00,23785.00,135.00,23791.36,1.00,0.00,23794.72,23798.33
2025-08-18,04:10:00,23784.75,23787.75,23782.75,23784.25,152.00,23788.03,1.00,0.00,23792.63,23797.05
2025-08-18,04:11:00,23783.00,23788.25,23779.50,23785.50,155.00,23785.62,1.00,0.00,23791.20,23796.00
2025-08-18,04:12:00,23785.75,23787.00,23776.00,23778.00,134.00,23782.86,1.00,0.00,23788.56,23794.37
2025-08-18,04:13:00,23777.25,23782.25,23767.00,23768.75,264.00,23778.61,1.00,0.00,23784.60,23792.04
2025-08-18,04:14:00,23769.25,23774.25,23768.50,23770.25,152.00,23774.39,1.00,0.00,23781.73,23790.06
2025-08-18,04:15:00,23771.00,23778.25,23767.75,23770.25,139.00,23771.08,1.00,0.00,23779.43,23788.26
2025-08-18,04:16:00,23768.75,23773.00,23765.75,23770.00,113.00,23768.84,0.00,0.00,23777.55,23786.60
2025-08-18,04:17:00,23770.50,23775.50,23766.25,23768.75,130.00,23767.35,0.00,0.00,23775.79,23784.97
2025-08-18,04:18:00,23768.75,23771.75,23766.00,23766.50,98.00,23766.10,0.00,0.00,23773.93,23783.29
2025-08-18,04:19:00,23766.75,23768.75,23762.00,23767.75,207.00,23765.37,0.00,0.00,23772.69,23781.88
2025-08-18,04:20:00,23767.25,23774.75,23767.25,23774.50,109.00,23766.28,0.00,-1.00,23773.05,23781.21
2025-08-18,04:21:00,23774.00,23780.25,23773.25,23778.25,90.00,23768.74,0.00,-1.00,23774.09,23780.94
2025-08-18,04:22:00,23778.00,23780.75,23773.50,23776.50,115.00,23771.35,0.00,-1.00,23774.58,23780.54
2025-08-18,04:23:00,23776.50,23777.25,23767.00,23767.50,100.00,23771.94,0.00,0.00,23773.16,23779.35
2025-08-18,04:24:00,23767.25,23769.25,23764.25,23765.00,104.00,23770.72,1.00,0.00,23771.53,23778.05
2025-08-18,04:25:00,23764.50,23764.75,23759.50,23760.75,189.00,23768.07,1.00,0.00,23769.37,23776.48
2025-08-18,04:26:00,23762.25,23766.00,23757.25,23758.25,187.00,23764.71,1.00,0.00,23767.15,23774.82
2025-08-18,04:27:00,23757.50,23760.25,23743.50,23744.50,488.00,23759.21,1.00,0.00,23762.62,23772.06
2025-08-18,04:28:00,23744.50,23756.25,23744.50,23752.75,276.00,23754.72,1.00,0.00,23760.64,23770.31
2025-08-18,04:29:00,23753.75,23765.00,23753.75,23764.50,150.00,23753.90,0.00,0.00,23761.42,23769.78
2025-08-18,04:30:00,23764.75,23767.00,23763.00,23765.75,133.00,23755.65,0.00,-1.00,23762.28,23769.41
2025-08-18,04:31:00,23766.00,23766.50,23763.50,23764.50,70.00,23758.14,0.00,-1.00,23762.73,23768.97
2025-08-18,04:32:00,23763.75,23769.00,23759.00,23769.00,163.00,23761.22,0.00,-1.00,23763.98,23768.97
2025-08-18,04:33:00,23769.50,23778.75,23765.75,23776.00,256.00,23765.37,0.00,-1.00,23766.38,23769.61
2025-08-18,04:34:00,23776.00,23778.25,23775.25,23777.75,59.00,23769.83,0.00,-1.00,23768.66,23770.35
2025-08-18,04:35:00,23778.50,23785.00,23778.25,23784.50,143.00,23774.85,0.00,-1.00,23771.83,23771.63
2025-08-18,04:36:00,23784.00,23785.50,23781.00,23785.25,130.00,23779.57,0.00,-1.00,23774.51,23772.87
2025-08-18,04:37:00,23785.50,23786.00,23782.50,23783.50,88.00,23782.98,0.00,-1.00,23776.31,23773.84
2025-08-18,04:38:00,23784.25,23786.25,23783.50,23786.25,102.00,23785.52,0.00,-1.00,23778.30,23774.97
2025-08-18,04:39:00,23786.00,23787.00,23784.50,23786.00,43.00,23787.20,0.00,0.00,23779.84,23775.97
2025-08-18,04:40:00,23785.75,23787.50,23785.00,23787.25,38.00,23788.37,0.00,0.00,23781.32,23777.00
2025-08-18,04:41:00,23787.25,23790.75,23786.25,23790.25,86.00,23789.60,0.00,-1.00,23783.11,23778.20
2025-08-18,04:42:00,23790.00,23792.25,23787.75,23792.00,122.00,23791.01,0.00,-1.00,23784.88,23779.45
2025-08-18,04:43:00,23791.50,23794.00,23791.25,23792.25,81.00,23792.30,0.00,0.00,23786.36,23780.62
2025-08-18,04:44:00,23792.50,23796.00,23791.75,23793.75,154.00,23793.51,0.00,-1.00,23787.84,23781.81
2025-08-18,04:45:00,23794.25,23796.25,23788.25,23791.50,164.00,23794.07,0.00,0.00,23788.57,23782.69
2025-08-18,04:46:00,23791.25,23791.75,23787.00,23788.75,94.00,23793.62,1.00,0.00,23788.61,23783.24
2025-08-18,04:47:00,23788.25,23789.00,23784.00,23784.00,75.00,23791.81,1.00,0.00,23787.68,23783.31
2025-08-18,04:48:00,23785.00,23787.50,23783.25,23785.50,104.00,23789.77,1.00,0.00,23787.25,23783.51
2025-08-18,04:49:00,23785.75,23786.00,23781.50,23783.50,130.00,23787.68,1.00,0.00,23786.50,23783.51
2025-08-18,04:50:00,23784.00,23789.75,23784.00,23788.75,51.00,23786.80,0.00,0.00,23786.95,23783.99
2025-08-18,04:51:00,23788.75,23792.50,23785.50,23789.00,183.00,23786.86,0.00,-1.00,23787.36,23784.44
2025-08-18,04:52:00,23788.00,23788.00,23781.75,23784.50,74.00,23786.57,1.00,0.00,23786.79,23784.45
2025-08-18,04:53:00,23785.50,23786.25,23779.00,23782.00,112.00,23785.55,1.00,0.00,23785.83,23784.22
2025-08-18,04:54:00,23781.25,23781.50,23775.75,23778.75,68.00,23783.71,1.00,0.00,23784.41,23783.73
2025-08-18,04:55:00,23779.25,23783.50,23779.25,23783.00,61.00,23782.45,0.00,0.00,23784.13,23783.66
2025-08-18,04:56:00,23784.00,23786.50,23779.75,23780.75,140.00,23781.48,1.00,0.00,23783.45,23783.40
