Date,Time,Open,High,Low,Close,Volume,Jurik Moving Average_13_78_2_True_True_True_True_JMA,Jurik Moving Average_13_78_2_True_True_True_True_HeartbeatLong,Jurik Moving Average_13_78_2_True_True_True_True_HeartbeatShort,EMA_9_EMA,EMA_21_EMA
2025-08-17,22:50:00,23876.00,23876.00,23874.00,23874.50,38.00,23876.34,1.00,0.00,23875.97,23875.87
2025-08-17,22:51:00,23874.75,23874.75,23874.00,23874.00,6.00,23875.74,1.00,0.00,23875.58,23875.70
2025-08-17,22:52:00,23874.00,23875.25,23873.75,23873.75,17.00,23875.04,1.00,0.00,23875.21,23875.53
2025-08-17,22:53:00,23873.75,23874.00,23872.75,23874.00,20.00,23874.46,1.00,0.00,23874.97,23875.39
2025-08-17,22:54:00,23875.00,23875.50,23874.25,23875.50,21.00,23874.33,0.00,0.00,23875.07,23875.40
2025-08-17,22:55:00,23876.00,23876.50,23874.25,23875.25,20.00,23874.44,0.00,-1.00,23875.11,23875.38
2025-08-17,22:56:00,23875.50,23877.00,23875.50,23877.00,15.00,23874.95,0.00,-1.00,23875.49,23875.53
2025-08-17,22:57:00,23877.00,23877.00,23876.00,23876.50,11.00,23875.51,0.00,-1.00,23875.69,23875.62
2025-08-17,22:58:00,23877.00,23877.00,23876.25,23876.75,5.00,23876.02,0.00,-1.00,23875.90,23875.72
2025-08-17,22:59:00,23876.50,23877.00,23876.50,23876.50,9.00,23876.37,0.00,-1.00,23876.02,23875.79
2025-08-17,23:00:00,23876.00,23877.50,23876.00,23877.50,16.00,23876.75,0.00,-1.00,23876.32,23875.95
2025-08-17,23:01:00,23877.25,23877.50,23875.75,23877.50,26.00,23877.11,0.00,-1.00,23876.55,23876.09
2025-08-17,23:02:00,23876.75,23877.75,23876.00,23877.00,28.00,23877.31,0.00,0.00,23876.64,23876.17
2025-08-17,23:03:00,23877.00,23877.50,23876.50,23876.50,32.00,23877.28,1.00,0.00,23876.61,23876.20
2025-08-17,23:04:00,23876.25,23877.00,23876.00,23877.00,8.00,23877.23,1.00,0.00,23876.69,23876.27
2025-08-17,23:05:00,23877.25,23877.75,23877.00,23877.00,4.00,23877.18,1.00,0.00,23876.75,23876.34
2025-08-17,23:06:00,23877.00,23877.00,23876.75,23877.00,5.00,23877.14,1.00,0.00,23876.80,23876.40
2025-08-17,23:07:00,23876.75,23877.25,23876.50,23877.25,6.00,23877.16,0.00,-1.00,23876.89,23876.48
2025-08-17,23:08:00,23877.50,23878.00,23877.00,23877.00,12.00,23877.17,0.00,0.00,23876.91,23876.52
2025-08-17,23:09:00,23877.00,23877.25,23876.50,23876.50,16.00,23877.06,1.00,0.00,23876.83,23876.52
2025-08-17,23:10:00,23876.50,23877.00,23876.25,23876.50,9.00,23876.90,1.00,0.00,23876.76,23876.52
2025-08-17,23:11:00,23876.50,23878.00,23876.50,23877.75,12.00,23876.97,0.00,-1.00,23876.96,23876.63
2025-08-17,23:12:00,23878.00,23878.00,23877.00,23878.00,17.00,23877.21,0.00,-1.00,23877.17,23876.76
2025-08-17,23:13:00,23878.50,23878.50,23877.75,23877.75,5.00,23877.46,0.00,-1.00,23877.29,23876.85
2025-08-17,23:14:00,23878.25,23878.75,23877.50,23877.75,17.00,23877.65,0.00,-1.00,23877.38,23876.93
2025-08-17,23:15:00,23878.25,23878.75,23878.00,23878.00,10.00,23877.82,0.00,-1.00,23877.50,23877.03
2025-08-17,23:16:00,23878.50,23879.25,23878.50,23879.25,13.00,23878.17,0.00,-1.00,23877.85,23877.23
2025-08-17,23:17:00,23879.00,23879.50,23878.00,23878.00,22.00,23878.36,0.00,0.00,23877.88,23877.30
2025-08-17,23:18:00,23877.75,23878.00,23877.50,23877.50,4.00,23878.32,1.00,0.00,23877.81,23877.32
2025-08-17,23:19:00,23877.75,23877.75,23875.50,23875.75,22.00,23877.84,1.00,0.00,23877.39,23877.17
2025-08-17,23:20:00,23875.75,23875.75,23873.75,23874.00,37.00,23876.89,1.00,0.00,23876.72,23876.89
2025-08-17,23:21:00,23873.50,23874.25,23872.25,23872.25,25.00,23875.51,1.00,0.00,23875.82,23876.46
2025-08-17,23:22:00,23872.25,23873.00,23872.25,23872.50,10.00,23874.19,1.00,0.00,23875.16,23876.10
2025-08-17,23:23:00,23872.25,23872.25,23871.50,23872.00,18.00,23873.07,1.00,0.00,23874.53,23875.73
2025-08-17,23:24:00,23871.75,23872.50,23870.75,23871.75,48.00,23872.19,1.00,0.00,23873.97,23875.37
2025-08-17,23:25:00,23872.00,23873.75,23871.00,23872.75,43.00,23871.77,0.00,0.00,23873.73,23875.13
2025-08-17,23:26:00,23872.75,23873.00,23872.00,23872.50,16.00,23871.64,0.00,0.00,23873.48,23874.89
2025-08-17,23:27:00,23872.25,23874.00,23872.25,23874.00,17.00,23871.92,0.00,-1.00,23873.59,23874.81
2025-08-17,23:28:00,23873.00,23873.25,23872.00,23872.25,17.00,23872.10,0.00,-1.00,23873.32,23874.58
2025-08-17,23:29:00,23871.75,23871.75,23869.00,23869.00,68.00,23871.58,1.00,0.00,23872.45,23874.07
2025-08-17,23:30:00,23869.50,23870.25,23869.00,23869.25,24.00,23870.77,1.00,0.00,23871.81,23873.63
2025-08-17,23:31:00,23869.75,23869.75,23867.25,23867.75,62.00,23869.72,1.00,0.00,23871.00,23873.10
2025-08-17,23:32:00,23867.50,23867.50,23864.25,23864.25,60.00,23868.12,1.00,0.00,23869.65,23872.29
2025-08-17,23:33:00,23864.25,23864.75,23862.75,23863.25,31.00,23866.27,1.00,0.00,23868.37,23871.47
2025-08-17,23:34:00,23864.50,23865.00,23863.25,23863.25,31.00,23864.63,1.00,0.00,23867.35,23870.72
2025-08-17,23:35:00,23863.25,23863.50,23861.00,23861.00,59.00,23863.03,1.00,0.00,23866.08,23869.84
2025-08-17,23:36:00,23861.25,23864.75,23861.25,23864.25,25.00,23862.24,0.00,0.00,23865.71,23869.33
2025-08-17,23:37:00,23863.75,23864.25,23861.25,23861.50,33.00,23861.63,1.00,0.00,23864.87,23868.62
2025-08-17,23:38:00,23861.50,23861.50,23859.25,23861.25,57.00,23861.11,0.00,0.00,23864.15,23867.95
2025-08-17,23:39:00,23861.50,23861.50,23860.25,23861.25,10.00,23860.72,0.00,0.00,23863.57,23867.34
2025-08-17,23:40:00,23861.50,23862.25,23860.25,23860.50,33.00,23860.35,0.00,0.00,23862.95,23866.72
2025-08-17,23:41:00,23860.25,23860.25,23856.00,23856.00,64.00,23859.27,1.00,0.00,23861.56,23865.74
2025-08-17,23:42:00,23856.75,23860.00,23856.75,23858.25,49.00,23858.32,1.00,0.00,23860.90,23865.06
2025-08-17,23:43:00,23858.50,23858.75,23857.50,23858.75,22.00,23857.78,0.00,0.00,23860.47,23864.49
2025-08-17,23:44:00,23858.50,23858.50,23858.00,23858.50,28.00,23857.55,0.00,0.00,23860.08,23863.94
2025-08-17,23:45:00,23858.00,23858.00,23857.00,23857.75,25.00,23857.38,0.00,0.00,23859.61,23863.38
2025-08-17,23:46:00,23857.25,23859.75,23856.50,23859.50,63.00,23857.56,0.00,-1.00,23859.59,23863.03
2025-08-17,23:47:00,23859.00,23862.00,23858.75,23861.25,34.00,23858.25,0.00,-1.00,23859.92,23862.87
2025-08-17,23:48:00,23862.00,23862.50,23861.25,23861.25,30.00,23859.13,0.00,-1.00,23860.19,23862.72
2025-08-17,23:49:00,23861.50,23864.75,23861.50,23864.00,34.00,23860.42,0.00,-1.00,23860.95,23862.84
2025-08-17,23:50:00,23863.50,23865.25,23862.50,23862.50,40.00,23861.50,0.00,-1.00,23861.26,23862.81
2025-08-17,23:51:00,23862.75,23863.50,23860.50,23860.50,61.00,23861.89,0.00,0.00,23861.11,23862.60
2025-08-17,23:52:00,23861.25,23862.50,23860.50,23861.75,16.00,23862.02,0.00,0.00,23861.24,23862.52
2025-08-17,23:53:00,23861.50,23862.25,23861.50,23862.00,16.00,23862.10,0.00,0.00,23861.39,23862.47
2025-08-17,23:54:00,23862.00,23862.00,23861.75,23861.75,2.00,23862.11,0.00,0.00,23861.46,23862.41
2025-08-17,23:55:00,23861.75,23861.75,23859.00,23859.50,24.00,23861.69,1.00,0.00,23861.07,23862.14
2025-08-17,23:56:00,23859.75,23860.25,23859.00,23859.75,20.00,23861.10,1.00,0.00,23860.81,23861.92
2025-08-17,23:57:00,23860.50,23860.75,23859.50,23860.50,20.00,23860.68,1.00,0.00,23860.74,23861.80
2025-08-17,23:58:00,23861.00,23863.00,23861.00,23862.50,25.00,23860.80,0.00,-1.00,23861.10,23861.86
2025-08-17,23:59:00,23861.75,23862.00,23861.50,23862.00,10.00,23861.12,0.00,-1.00,23861.28,23861.87
2025-08-18,00:00:00,23862.25,23862.75,23857.75,23857.75,31.00,23860.73,1.00,0.00,23860.57,23861.50
2025-08-18,00:01:00,23857.25,23859.00,23855.25,23857.50,83.00,23859.87,1.00,0.00,23859.96,23861.13
2025-08-18,00:02:00,23857.75,23858.75,23857.00,23857.25,25.00,23858.89,1.00,0.00,23859.42,23860.78
2025-08-18,00:03:00,23857.75,23858.00,23857.00,23857.50,17.00,23858.09,1.00,0.00,23859.03,23860.48
2025-08-18,00:04:00,23857.25,23859.00,23856.50,23858.75,15.00,23857.75,0.00,0.00,23858.98,23860.33
2025-08-18,00:05:00,23858.00,23858.75,23856.50,23858.00,32.00,23857.62,0.00,0.00,23858.78,23860.11
2025-08-18,00:06:00,23857.50,23857.75,23855.25,23855.50,40.00,23857.15,1.00,0.00,23858.12,23859.69
2025-08-18,00:07:00,23855.25,23856.00,23853.00,23854.75,87.00,23856.39,1.00,0.00,23857.45,23859.24
2025-08-18,00:08:00,23854.75,23855.50,23853.25,23855.00,33.00,23855.65,1.00,0.00,23856.96,23858.86
2025-08-18,00:09:00,23855.00,23855.25,23853.75,23853.75,21.00,23854.87,1.00,0.00,23856.32,23858.39
2025-08-18,00:10:00,23854.50,23856.00,23853.75,23855.50,31.00,23854.48,0.00,0.00,23856.15,23858.13
2025-08-18,00:11:00,23855.50,23855.75,23851.50,23853.50,79.00,23854.08,1.00,0.00,23855.62,23857.71
2025-08-18,00:12:00,23853.25,23854.00,23852.75,23852.75,12.00,23853.56,1.00,0.00,23855.05,23857.26
2025-08-18,00:13:00,23852.75,23853.00,23849.00,23851.00,121.00,23852.74,1.00,0.00,23854.24,23856.69
2025-08-18,00:14:00,23850.25,23850.25,23846.00,23846.75,121.00,23851.16,1.00,0.00,23852.74,23855.79
2025-08-18,00:15:00,23846.25,23849.50,23846.00,23849.25,63.00,23849.80,1.00,0.00,23852.04,23855.19
2025-08-18,00:16:00,23847.75,23848.75,23845.25,23848.50,84.00,23848.78,1.00,0.00,23851.33,23854.58
2025-08-18,00:17:00,23848.50,23849.75,23848.00,23849.75,35.00,23848.33,0.00,0.00,23851.02,23854.14
2025-08-18,00:18:00,23849.00,23852.25,23848.75,23851.50,81.00,23848.58,0.00,-1.00,23851.11,23853.90
2025-08-18,00:19:00,23851.25,23851.50,23849.00,23849.00,33.00,23848.76,0.00,-1.00,23850.69,23853.46
2025-08-18,00:20:00,23849.00,23849.75,23849.00,23849.50,13.00,23848.88,0.00,-1.00,23850.45,23853.10
2025-08-18,00:21:00,23849.25,23849.50,23847.25,23847.25,22.00,23848.58,1.00,0.00,23849.81,23852.57
2025-08-18,00:22:00,23848.00,23849.25,23847.50,23849.25,21.00,23848.41,0.00,0.00,23849.70,23852.27
2025-08-18,00:23:00,23849.50,23850.75,23849.50,23850.75,4.00,23848.70,0.00,-1.00,23849.91,23852.13
2025-08-18,00:24:00,23851.25,23852.00,23850.00,23851.75,33.00,23849.38,0.00,-1.00,23850.28,23852.09
2025-08-18,00:25:00,23851.25,23854.25,23851.25,23853.25,39.00,23850.43,0.00,-1.00,23850.87,23852.20
2025-08-18,00:26:00,23853.00,23854.75,23853.00,23854.50,23.00,23851.73,0.00,-1.00,23851.60,23852.41
2025-08-18,00:27:00,23853.75,23854.00,23852.75,23854.00,22.00,23852.85,0.00,-1.00,23852.08,23852.55
2025-08-18,00:28:00,23854.25,23854.50,23853.25,23853.25,19.00,23853.54,0.00,0.00,23852.31,23852.62
2025-08-18,00:29:00,23853.75,23855.25,23853.50,23854.75,18.00,23854.12,0.00,-1.00,23852.80,23852.81
2025-08-18,00:30:00,23854.50,23857.25,23854.50,23855.50,78.00,23854.72,0.00,-1.00,23853.34,23853.05
2025-08-18,00:31:00,23855.50,23856.50,23854.25,23855.50,30.00,23855.25,0.00,-1.00,23853.77,23853.28
2025-08-18,00:32:00,23856.00,23856.00,23855.75,23856.00,9.00,23855.73,0.00,-1.00,23854.22,23853.52
2025-08-18,00:33:00,23856.75,23857.50,23856.00,23856.75,18.00,23856.23,0.00,-1.00,23854.72,23853.82
2025-08-18,00:34:00,23857.25,23857.50,23856.25,23856.25,7.00,23856.58,0.00,0.00,23855.03,23854.04
2025-08-18,00:35:00,23856.25,23857.25,23856.25,23857.00,7.00,23856.89,0.00,-1.00,23855.42,23854.31
2025-08-18,00:36:00,23857.50,23858.25,23857.50,23857.75,15.00,23857.28,0.00,-1.00,23855.89,23854.62
2025-08-18,00:37:00,23857.75,23859.25,23856.75,23859.00,56.00,23857.86,0.00,-1.00,23856.51,23855.02
2025-08-18,00:38:00,23859.00,23860.00,23858.75,23859.75,38.00,23858.59,0.00,-1.00,23857.16,23855.45
2025-08-18,00:39:00,23860.00,23860.00,23858.75,23859.50,19.00,23859.22,0.00,-1.00,23857.63,23855.82
2025-08-18,00:40:00,23859.25,23859.25,23858.00,23858.25,16.00,23859.46,0.00,0.00,23857.75,23856.04
2025-08-18,00:41:00,23858.25,23858.50,23857.75,23858.00,15.00,23859.35,1.00,0.00,23857.80,23856.22
2025-08-18,00:42:00,23858.50,23858.50,23856.75,23856.75,30.00,23858.88,1.00,0.00,23857.59,23856.27
2025-08-18,00:43:00,23856.75,23857.00,23855.00,23856.00,32.00,23858.14,1.00,0.00,23857.27,23856.24
2025-08-18,00:44:00,23856.25,23856.50,23852.25,23853.00,72.00,23856.85,1.00,0.00,23856.42,23855.95
2025-08-18,00:45:00,23853.50,23854.25,23853.25,23853.25,26.00,23855.49,1.00,0.00,23855.78,23855.70
2025-08-18,00:46:00,23853.00,23853.25,23849.25,23851.75,77.00,23854.09,1.00,0.00,23854.98,23855.34
2025-08-18,00:47:00,23852.25,23855.75,23852.25,23852.75,64.00,23853.06,1.00,0.00,23854.53,23855.11
2025-08-18,00:48:00,23852.75,23854.00,23852.00,23853.50,46.00,23852.57,0.00,0.00,23854.33,23854.96
2025-08-18,00:49:00,23853.50,23854.75,23853.50,23854.00,22.00,23852.53,0.00,0.00,23854.26,23854.87
2025-08-18,00:50:00,23854.25,23855.00,23852.50,23854.25,60.00,23852.79,0.00,-1.00,23854.26,23854.82
2025-08-18,00:51:00,23855.25,23855.50,23853.75,23854.25,36.00,23853.14,0.00,-1.00,23854.26,23854.76
2025-08-18,00:52:00,23854.25,23855.25,23854.25,23855.25,9.00,23853.65,0.00,-1.00,23854.46,23854.81
2025-08-18,00:53:00,23855.00,23855.50,23854.50,23854.50,8.00,23854.05,0.00,-1.00,23854.46,23854.78
2025-08-18,00:54:00,23854.75,23854.75,23852.75,23853.75,33.00,23854.17,0.00,0.00,23854.32,23854.69
2025-08-18,00:55:00,23853.50,23854.75,23853.00,23854.25,19.00,23854.21,0.00,-1.00,23854.31,23854.65
2025-08-18,00:56:00,23854.50,23854.50,23852.50,23854.00,34.00,23854.18,1.00,0.00,23854.25,23854.59
2025-08-18,00:57:00,23853.50,23853.50,23853.00,23853.50,15.00,23854.03,1.00,0.00,23854.10,23854.49
2025-08-18,00:58:00,23853.00,23853.00,23850.50,23851.00,46.00,23853.41,1.00,0.00,23853.48,23854.17
2025-08-18,00:59:00,23850.75,23852.75,23850.50,23852.00,19.00,23852.77,1.00,0.00,23853.18,23853.97
2025-08-18,01:00:00,23851.25,23851.25,23848.25,23848.75,119.00,23851.71,1.00,0.00,23852.30,23853.50
2025-08-18,01:01:00,23849.25,23851.50,23849.25,23851.25,32.00,23850.98,0.00,0.00,23852.09,23853.30
2025-08-18,01:02:00,23852.50,23852.50,23850.25,23850.75,15.00,23850.55,0.00,0.00,23851.82,23853.06
2025-08-18,01:03:00,23850.00,23851.00,23849.50,23850.75,20.00,23850.33,0.00,0.00,23851.61,23852.85
2025-08-18,01:04:00,23851.00,23851.75,23850.00,23850.00,11.00,23850.12,1.00,0.00,23851.28,23852.59
2025-08-18,01:05:00,23849.75,23851.25,23849.50,23851.00,17.00,23850.11,0.00,0.00,23851.23,23852.45
2025-08-18,01:06:00,23850.50,23851.75,23849.50,23850.00,14.00,23850.05,1.00,0.00,23850.98,23852.23
2025-08-18,01:07:00,23850.50,23855.25,23850.50,23855.25,50.00,23850.87,0.00,-1.00,23851.84,23852.50
